description,industry,level,size,line_code,value
Changes in credit facilities: fees: decreased,"Rental, hiring, & real estate services",1,total,D0403.01,27
Changes in credit facilities: fees: decreased,"Professional, scientific, & technical services",1,total,D0403.01,69
Changes in credit facilities: fees: decreased,Computer systems design,2,total,D0403.01,6
Changes in credit facilities: fees: decreased,Other professional scientific,2,total,D0403.01,63
Changes in credit facilities: fees: decreased,Administrative & support services,1,total,D0403.01,15
Changes in credit facilities: fees: decreased,Education & training,1,total,D0403.01,27
Changes in credit facilities: fees: decreased,Health care & social assistance,1,total,D0403.01,15
Changes in credit facilities: fees: decreased,Arts & recreation services,1,total,D0403.01,6
Changes in credit facilities: fees: decreased,Other services,1,total,D0403.01,3
Changes in credit facilities: fees: decreased,total,0,total,D0403.01,576
Changes in credit facilities: fees: stayed the same,total,0,6�19 employees,D0403.02,14094
Changes in credit facilities: fees: stayed the same,total,0,20�49 employees,D0403.02,3639
Changes in credit facilities: fees: stayed the same,total,0,50�99 employees,D0403.02,1131
Changes in credit facilities: fees: stayed the same,total,0,100+ employees,D0403.02,969
Changes in credit facilities: fees: stayed the same,"Agriculture, forestry, & fishing",1,total,D0403.02,1425
Changes in credit facilities: fees: stayed the same,Agriculture,2,total,D0403.02,984
Changes in credit facilities: fees: stayed the same,Commercial fishing,2,total,D0403.02,18
Changes in credit facilities: fees: stayed the same,Forestry & logging,2,total,D0403.02,102
Changes in credit facilities: fees: stayed the same,"Agriculture, forestry, & fishing support services",2,total,D0403.02,321
Changes in credit facilities: fees: stayed the same,Mining,1,total,D0403.02,57
Changes in credit facilities: fees: stayed the same,Manufacturing,1,total,D0403.02,2289
Changes in credit facilities: fees: stayed the same,"Food, beverage, & tobacco",2,total,D0403.02,447
Changes in credit facilities: fees: stayed the same,"Textile, clothing, footwear, & leather",2,total,D0403.02,123
Changes in credit facilities: fees: stayed the same,Wood & paper product,2,total,D0403.02,201
Changes in credit facilities: fees: stayed the same,"Printing, publishing, & recorded media",2,total,D0403.02,108
Changes in credit facilities: fees: stayed the same,"Petroleum, coal, chemical, & associated product",2,total,D0403.02,195
Changes in credit facilities: fees: stayed the same,Non-metallic mineral product,2,total,D0403.02,108
Changes in credit facilities: fees: stayed the same,Metal product,2,total,D0403.02,381
Changes in credit facilities: fees: stayed the same,Transport and industrial machinery & equipment,2,total,D0403.02,453
Changes in credit facilities: fees: stayed the same,Other machinery & equipment,2,total,D0403.02,99
Changes in credit facilities: fees: stayed the same,Other manufacturing,2,total,D0403.02,174
Changes in credit facilities: fees: stayed the same,"Electricity, gas, water, & waste services",1,total,D0403.02,87
Changes in credit facilities: fees: stayed the same,Construction,1,total,D0403.02,3072
Changes in credit facilities: fees: stayed the same,Wholesale trade,1,total,D0403.02,1416
Changes in credit facilities: fees: stayed the same,Machinery & equipment wholesaling,2,total,D0403.02,477
Changes in credit facilities: fees: stayed the same,Other wholesale trade,2,total,D0403.02,939
Changes in credit facilities: fees: stayed the same,Retail trade,1,total,D0403.02,2082
Changes in credit facilities: fees: stayed the same,Accommodation & food services,1,total,D0403.02,2397
Changes in credit facilities: fees: stayed the same,"Transport, postal, & warehousing",1,total,D0403.02,645
Changes in credit facilities: fees: stayed the same,Information media & telecommunications,1,total,D0403.02,210
Changes in credit facilities: fees: stayed the same,Publishing,2,total,D0403.02,84
Changes in credit facilities: fees: stayed the same,Motion picture,2,total,D0403.02,78
Changes in credit facilities: fees: stayed the same,Telecommunications,2,total,D0403.02,48
Changes in credit facilities: fees: stayed the same,Financial & insurance services,1,total,D0403.02,276
Changes in credit facilities: fees: stayed the same,Finance,2,total,D0403.02,87
Changes in credit facilities: fees: stayed the same,Insurance,2,total,D0403.02,15
Changes in credit facilities: fees: stayed the same,Auxiliary,2,total,D0403.02,177
Changes in credit facilities: fees: stayed the same,"Rental, hiring, & real estate services",1,total,D0403.02,429
Changes in credit facilities: fees: stayed the same,"Professional, scientific, & technical services",1,total,D0403.02,2574
Changes in credit facilities: fees: stayed the same,Computer systems design,2,total,D0403.02,465
Changes in credit facilities: fees: stayed the same,Other professional scientific,2,total,D0403.02,2112
Changes in credit facilities: fees: stayed the same,Administrative & support services,1,total,D0403.02,777
Changes in credit facilities: fees: stayed the same,Education & training,1,total,D0403.02,429
Changes in credit facilities: fees: stayed the same,Health care & social assistance,1,total,D0403.02,981
Changes in credit facilities: fees: stayed the same,Arts & recreation services,1,total,D0403.02,246
Changes in credit facilities: fees: stayed the same,Other services,1,total,D0403.02,438
Changes in credit facilities: fees: stayed the same,total,0,total,D0403.02,19836
Changes in credit facilities: fees: increased,total,0,6�19 employees,D0403.03,13962
Changes in credit facilities: fees: increased,total,0,20�49 employees,D0403.03,3306
Changes in credit facilities: fees: increased,total,0,50�99 employees,D0403.03,876
Changes in credit facilities: fees: increased,total,0,100+ employees,D0403.03,588
Changes in credit facilities: fees: increased,"Agriculture, forestry, & fishing",1,total,D0403.03,1692
Changes in credit facilities: fees: increased,Agriculture,2,total,D0403.03,1122
Changes in credit facilities: fees: increased,Commercial fishing,2,total,D0403.03,18
Changes in credit facilities: fees: increased,Forestry & logging,2,total,D0403.03,135
Changes in credit facilities: fees: increased,"Agriculture, forestry, & fishing support services",2,total,D0403.03,417
Changes in credit facilities: fees: increased,Mining,1,total,D0403.03,33
Changes in credit facilities: fees: increased,Manufacturing,1,total,D0403.03,2160
Changes in credit facilities: fees: increased,"Food, beverage, & tobacco",2,total,D0403.03,558
Changes in credit facilities: fees: increased,"Textile, clothing, footwear, & leather",2,total,D0403.03,90
Changes in credit facilities: fees: increased,Wood & paper product,2,total,D0403.03,201
Changes in credit facilities: fees: increased,"Printing, publishing, & recorded media",2,total,D0403.03,90
Changes in credit facilities: fees: increased,"Petroleum, coal, chemical, & associated product",2,total,D0403.03,159
Changes in credit facilities: fees: increased,Non-metallic mineral product,2,total,D0403.03,72
Changes in credit facilities: fees: increased,Metal product,2,total,D0403.03,390
Changes in credit facilities: fees: increased,Transport and industrial machinery & equipment,2,total,D0403.03,363
Changes in credit facilities: fees: increased,Other machinery & equipment,2,total,D0403.03,90
Changes in credit facilities: fees: increased,Other manufacturing,2,total,D0403.03,144
Changes in credit facilities: fees: increased,"Electricity, gas, water, & waste services",1,total,D0403.03,81
Changes in credit facilities: fees: increased,Construction,1,total,D0403.03,3054
Changes in credit facilities: fees: increased,Wholesale trade,1,total,D0403.03,1164
Changes in credit facilities: fees: increased,Machinery & equipment wholesaling,2,total,D0403.03,198
Changes in credit facilities: fees: increased,Other wholesale trade,2,total,D0403.03,966
Changes in credit facilities: fees: increased,Retail trade,1,total,D0403.03,2325
Changes in credit facilities: fees: increased,Accommodation & food services,1,total,D0403.03,2901
Changes in credit facilities: fees: increased,"Transport, postal, & warehousing",1,total,D0403.03,666
Changes in credit facilities: fees: increased,Information media & telecommunications,1,total,D0403.03,111
Changes in credit facilities: fees: increased,Publishing,2,total,D0403.03,51
Changes in credit facilities: fees: increased,Motion picture,2,total,D0403.03,39
Changes in credit facilities: fees: increased,Telecommunications,2,total,D0403.03,21
Changes in credit facilities: fees: increased,Financial & insurance services,1,total,D0403.03,150
Changes in credit facilities: fees: increased,Finance,2,total,D0403.03,63
Changes in credit facilities: fees: increased,Insurance,2,total,D0403.03,6
Changes in credit facilities: fees: increased,Auxiliary,2,total,D0403.03,84
Changes in credit facilities: fees: increased,"Rental, hiring, & real estate services",1,total,D0403.03,312
Changes in credit facilities: fees: increased,"Professional, scientific, & technical services",1,total,D0403.03,1182
Changes in credit facilities: fees: increased,Computer systems design,2,total,D0403.03,162
Changes in credit facilities: fees: increased,Other professional scientific,2,total,D0403.03,1023
Changes in credit facilities: fees: increased,Administrative & support services,1,total,D0403.03,495
Changes in credit facilities: fees: increased,Education & training,1,total,D0403.03,408
Changes in credit facilities: fees: increased,Health care & social assistance,1,total,D0403.03,1140
Changes in credit facilities: fees: increased,Arts & recreation services,1,total,D0403.03,174
Changes in credit facilities: fees: increased,Other services,1,total,D0403.03,669
Changes in credit facilities: fees: increased,total,0,total,D0403.03,18732
Changes in credit facilities: fees: not applicable,total,0,6�19 employees,D0403.04,6852
Changes in credit facilities: fees: not applicable,total,0,20�49 employees,D0403.04,1221
Changes in credit facilities: fees: not applicable,total,0,50�99 employees,D0403.04,402
Changes in credit facilities: fees: not applicable,total,0,100+ employees,D0403.04,324
Changes in credit facilities: fees: not applicable,"Agriculture, forestry, & fishing",1,total,D0403.04,546
Changes in credit facilities: fees: not applicable,Agriculture,2,total,D0403.04,279
Changes in credit facilities: fees: not applicable,Commercial fishing,2,total,D0403.04,9
Changes in credit facilities: fees: not applicable,Forestry & logging,2,total,D0403.04,33
Changes in credit facilities: fees: not applicable,"Agriculture, forestry, & fishing support services",2,total,D0403.04,225
Changes in credit facilities: fees: not applicable,Mining,1,total,D0403.04,21
Changes in credit facilities: fees: not applicable,Manufacturing,1,total,D0403.04,942
Changes in credit facilities: fees: not applicable,"Food, beverage, & tobacco",2,total,D0403.04,201
Changes in credit facilities: fees: not applicable,"Textile, clothing, footwear, & leather",2,total,D0403.04,48
Changes in credit facilities: fees: not applicable,Wood & paper product,2,total,D0403.04,120
Changes in credit facilities: fees: not applicable,"Printing, publishing, & recorded media",2,total,D0403.04,9
Changes in credit facilities: fees: not applicable,"Petroleum, coal, chemical, & associated product",2,total,D0403.04,96
Changes in credit facilities: fees: not applicable,Non-metallic mineral product,2,total,D0403.04,24
Changes in credit facilities: fees: not applicable,Metal product,2,total,D0403.04,231
Changes in credit facilities: fees: not applicable,Transport and industrial machinery & equipment,2,total,D0403.04,111
Changes in credit facilities: fees: not applicable,Other machinery & equipment,2,total,D0403.04,45
Changes in credit facilities: fees: not applicable,Other manufacturing,2,total,D0403.04,57
Changes in credit facilities: fees: not applicable,"Electricity, gas, water, & waste services",1,total,D0403.04,30
Changes in credit facilities: fees: not applicable,Construction,1,total,D0403.04,942
Changes in credit facilities: fees: not applicable,Wholesale trade,1,total,D0403.04,588
Changes in credit facilities: fees: not applicable,Machinery & equipment wholesaling,2,total,D0403.04,264
Changes in credit facilities: fees: not applicable,Other wholesale trade,2,total,D0403.04,324
Changes in credit facilities: fees: not applicable,Retail trade,1,total,D0403.04,588
Changes in credit facilities: fees: not applicable,Accommodation & food services,1,total,D0403.04,1296
Changes in credit facilities: fees: not applicable,"Transport, postal, & warehousing",1,total,D0403.04,312
Changes in credit facilities: fees: not applicable,Information media & telecommunications,1,total,D0403.04,99
Changes in credit facilities: fees: not applicable,Publishing,2,total,D0403.04,30
Changes in credit facilities: fees: not applicable,Motion picture,2,total,D0403.04,18
Changes in credit facilities: fees: not applicable,Telecommunications,2,total,D0403.04,48
Changes in credit facilities: fees: not applicable,Financial & insurance services,1,total,D0403.04,207
Changes in credit facilities: fees: not applicable,Finance,2,total,D0403.04,42
Changes in credit facilities: fees: not applicable,Insurance,2,total,D0403.04,15
Changes in credit facilities: fees: not applicable,Auxiliary,2,total,D0403.04,153
Changes in credit facilities: fees: not applicable,"Rental, hiring, & real estate services",1,total,D0403.04,240
Changes in credit facilities: fees: not applicable,"Professional, scientific, & technical services",1,total,D0403.04,1188
Changes in credit facilities: fees: not applicable,Computer systems design,2,total,D0403.04,318
Changes in credit facilities: fees: not applicable,Other professional scientific,2,total,D0403.04,876
Changes in credit facilities: fees: not applicable,Administrative & support services,1,total,D0403.04,450
Changes in credit facilities: fees: not applicable,Education & training,1,total,D0403.04,276
Changes in credit facilities: fees: not applicable,Health care & social assistance,1,total,D0403.04,678
Changes in credit facilities: fees: not applicable,Arts & recreation services,1,total,D0403.04,108
Changes in credit facilities: fees: not applicable,Other services,1,total,D0403.04,282
Changes in credit facilities: fees: not applicable,total,0,total,D0403.04,8799
Changes in credit facilities: security/collateral requirements: decreased,total,0,6�19 employees,D0404.01,375
Changes in credit facilities: security/collateral requirements: decreased,total,0,20�49 employees,D0404.01,108
Changes in credit facilities: security/collateral requirements: decreased,total,0,50�99 employees,D0404.01,27
Changes in credit facilities: security/collateral requirements: decreased,total,0,100+ employees,D0404.01,18
Changes in credit facilities: security/collateral requirements: decreased,"Agriculture, forestry, & fishing",1,total,D0404.01,105
Changes in credit facilities: security/collateral requirements: decreased,Agriculture,2,total,D0404.01,84
Changes in credit facilities: security/collateral requirements: decreased,Commercial fishing,2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Forestry & logging,2,total,D0404.01,6
Changes in credit facilities: security/collateral requirements: decreased,"Agriculture, forestry, & fishing support services",2,total,D0404.01,15
Changes in credit facilities: security/collateral requirements: decreased,Mining,1,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Manufacturing,1,total,D0404.01,45
Changes in credit facilities: security/collateral requirements: decreased,"Food, beverage, & tobacco",2,total,D0404.01,18
Changes in credit facilities: security/collateral requirements: decreased,"Textile, clothing, footwear, & leather",2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Wood & paper product,2,total,D0404.01,15
Changes in credit facilities: security/collateral requirements: decreased,"Printing, publishing, & recorded media",2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,"Petroleum, coal, chemical, & associated product",2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Non-metallic mineral product,2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Metal product,2,total,D0404.01,3
Changes in credit facilities: security/collateral requirements: decreased,Transport and industrial machinery & equipment,2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Other machinery & equipment,2,total,D0404.01,6
Changes in credit facilities: security/collateral requirements: decreased,Other manufacturing,2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,"Electricity, gas, water, & waste services",1,total,D0404.01,3
Changes in credit facilities: security/collateral requirements: decreased,Construction,1,total,D0404.01,3
Changes in credit facilities: security/collateral requirements: decreased,Wholesale trade,1,total,D0404.01,33
Changes in credit facilities: security/collateral requirements: decreased,Machinery & equipment wholesaling,2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Other wholesale trade,2,total,D0404.01,30
Changes in credit facilities: security/collateral requirements: decreased,Retail trade,1,total,D0404.01,66
Changes in credit facilities: security/collateral requirements: decreased,Accommodation & food services,1,total,D0404.01,21
Changes in credit facilities: security/collateral requirements: decreased,"Transport, postal, & warehousing",1,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Information media & telecommunications,1,total,D0404.01,9
Changes in credit facilities: security/collateral requirements: decreased,Publishing,2,total,D0404.01,3
Changes in credit facilities: security/collateral requirements: decreased,Motion picture,2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Telecommunications,2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Financial & insurance services,1,total,D0404.01,12
Changes in credit facilities: security/collateral requirements: decreased,Finance,2,total,D0404.01,3
Changes in credit facilities: security/collateral requirements: decreased,Insurance,2,total,D0404.01,0
Changes in credit facilities: security/collateral requirements: decreased,Auxiliary,2,total,D0404.01,12
Changes in credit facilities: security/collateral requirements: decreased,"Rental, hiring, & real estate services",1,total,D0404.01,39
Changes in credit facilities: security/collateral requirements: decreased,"Professional, scientific, & technical services",1,total,D0404.01,111
Changes in credit facilities: security/collateral requirements: decreased,Computer systems design,2,total,D0404.01,9
Changes in credit facilities: security/collateral requirements: decreased,Other professional scientific,2,total,D0404.01,102
Changes in credit facilities: security/collateral requirements: decreased,Administrative & support services,1,total,D0404.01,9
Changes in credit facilities: security/collateral requirements: decreased,Education & training,1,total,D0404.01,15
Changes in credit facilities: security/collateral requirements: decreased,Health care & social assistance,1,total,D0404.01,36
Changes in credit facilities: security/collateral requirements: decreased,Arts & recreation services,1,total,D0404.01,6
Changes in credit facilities: security/collateral requirements: decreased,Other services,1,total,D0404.01,6
Changes in credit facilities: security/collateral requirements: decreased,total,0,total,D0404.01,528
Changes in credit facilities: security/collateral requirements: stayed the same,total,0,6�19 employees,D0404.02,16350
Changes in credit facilities: security/collateral requirements: stayed the same,total,0,20�49 employees,D0404.02,4290
Changes in credit facilities: security/collateral requirements: stayed the same,total,0,50�99 employees,D0404.02,1320
Changes in credit facilities: security/collateral requirements: stayed the same,total,0,100+ employees,D0404.02,1074
Changes in credit facilities: security/collateral requirements: stayed the same,"Agriculture, forestry, & fishing",1,total,D0404.02,2100
Changes in credit facilities: security/collateral requirements: stayed the same,Agriculture,2,total,D0404.02,1515
Changes in credit facilities: security/collateral requirements: stayed the same,Commercial fishing,2,total,D0404.02,27
Changes in credit facilities: security/collateral requirements: stayed the same,Forestry & logging,2,total,D0404.02,156
Changes in credit facilities: security/collateral requirements: stayed the same,"Agriculture, forestry, & fishing support services",2,total,D0404.02,405
Changes in credit facilities: security/collateral requirements: stayed the same,Mining,1,total,D0404.02,57
Changes in credit facilities: security/collateral requirements: stayed the same,Manufacturing,1,total,D0404.02,2682
Changes in credit facilities: security/collateral requirements: stayed the same,"Food, beverage, & tobacco",2,total,D0404.02,549
Changes in credit facilities: security/collateral requirements: stayed the same,"Textile, clothing, footwear, & leather",2,total,D0404.02,135
Changes in credit facilities: security/collateral requirements: stayed the same,Wood & paper product,2,total,D0404.02,270
Changes in credit facilities: security/collateral requirements: stayed the same,"Printing, publishing, & recorded media",2,total,D0404.02,126
Changes in credit facilities: security/collateral requirements: stayed the same,"Petroleum, coal, chemical, & associated product",2,total,D0404.02,213
Changes in credit facilities: security/collateral requirements: stayed the same,Non-metallic mineral product,2,total,D0404.02,126
Changes in credit facilities: security/collateral requirements: stayed the same,Metal product,2,total,D0404.02,468
Changes in credit facilities: security/collateral requirements: stayed the same,Transport and industrial machinery & equipment,2,total,D0404.02,477
